0	0	1
1	0	1
2	0	1
3	0	c
4	7	1
5	0	c
6	0	c
7	0	c
8	0	c
9	0	c
10	0	c
11	0	c
12	0	c
13	0	c
14	0	c
15	0	c
16	0	c
17	0	
18	0	c
19	0	c
20	0	c
21	0	c
22	0	c
23	0	c
24	0	c
25	7	1
26	0	c
27	7	1
28	0	c
29	0	c
30	0	c
31	0	c
32	0	c
33	0	c
34	7	1
35	0	1
36	3	c
37	0	1
38	0	1
39	0	1
40	0	1
41	0	1
42	0	0
43	0	0
44	0	c
45	0	c
46	0	c
47	0	0
48	0	c
49	0	c
50	0	c
51	0	c
52	0	c
53	0	c
54	0	c
55	0	c
56	0	c
57	0	c
58	0	
59	7	1
60	7	1
61	0	1
62	0	1
63	7	1
64	0	1
65	0	c
66	0	c
67	0	0
68	0	c
69	0	c
70	0	c
71	0	c
72	0	c
73	3	c
74	0	c
75	0	c
76	0	c
77	0	c
78	0	c
79	0	1
80	0	c
81	0	c
82	0	0
83	0	0
84	0	1
85	0	c
86	0	0
87	3	1
88	7	1
89	7	1
90	0	c
91	7	1
92	7	1
93	3	c
94	3	c
95	3	c
96	3	c
97	3	c
98	3	c
99	3	c
100	3	c
101	3	c
102	3	c
103	4	c
104	3	c
105	3	c
106	3	c
107	3	c
108	3	c
109	3	c
110	3	c
111	3	
112	0	0
113	0	0
114	4	c
115	3	c
116	3	c
117	3	
118	3	1
119	3	c
120	3	c
121	3	c
122	3	1
123	3	1
124	3	c
125	0	c
126	4	1
127	4	c
128	4	c
129	3	c
130	3	c
131	3	c
132	4	
133	3	c
134	3	c
135	3	c
136	3	c
137	6	c
138	3	c
139	3	c
140	3	c
141	3	c
142	3	c
143	3	c
144	3	c
145	3	c
146	3	c
147	3	c
148	3	c
149	3	c
150	3	c
151	3	c
152	3	c
153	3	c
154	3	c
155	3	c
156	3	c
157	3	1
158	3	1
159	3	1
160	3	c
161	3	c
162	3	c
163	3	c
164	3	c
165	3	c
166	3	c
167	3	c
168	3	c
169	3	c
170	3	1
171	4	c
172	4	c
173	4	c
174	3	1
175	3	
176	3	
177	3	c
178	3	c
179	3	c
180	3	c
181	3	c
182	3	c
183	3	c
184	3	c
185	3	c
186	3	c
187	3	c
188	3	c
189	3	c
190	3	c
191	3	c
192	3	c
193	3	c
194	3	c
195	3	c
196	6	
197	3	c
198	3	c
199	3	c
200	3	c
201	3	c
202	3	c
203	3	c
204	3	c
205	6	c
206	6	c
207	3	c
208	3	c
209	3	c
210	3	c
211	3	c
212	6	c
213	3	c
214	3	c
215	4	c
216	4	c
217	4	c
218	4	c
219	3	c
220	3	c
221	4	c
222	3	c
223	3	c
224	3	c
225	3	c
226	6	c
227	6	c
228	3	c
229	3	c
230	3	c
231	3	c
232	3	c
233	4	c
234	3	c
235	6	1
236	3	c
237	4	c
238	3	c
239	3	c
240	3	c
241	3	c
242	3	c
243	3	c
244	3	c
245	3	c
246	3	c
247	3	c
248	3	c
249	3	c
250	3	c
251	3	c
252	1	1
253	4	c
254	4	c
255	4	c
256	4	c
257	4	c
258	4	c
259	4	c
260	4	c
261	4	c
262	4	c
263	4	c
264	4	c
265	4	c
266	4	c
267	4	c
268	4	c
269	4	c
270	4	c
271	6	c
272	6	c
273	4	c
274	4	c
275	4	c
276	4	c
277	4	c
278	4	c
279	4	c
280	4	c
281	4	c
282	6	c
283	4	c
284	4	c
285	4	c
286	4	c
287	4	c
288	4	c
289	4	c
290	4	c
291	4	c
292	4	c
293	4	c
294	4	c
295	4	c
296	4	c
297	4	c
298	4	c
299	6	c
300	6	c
301	4	c
302	4	c
303	4	c
304	4	c
305	4	c
306	4	c
307	4	c
308	4	c
309	4	c
310	4	c
311	4	c
312	4	c
313	4	c
314	4	c
315	4	c
316	4	c
317	4	c
318	4	c
319	4	c
320	4	c
321	4	c
322	6	1
323	4	c
324	4	c
325	4	c
326	4	c
327	4	c
328	4	c
329	6	c
330	6	c
331	4	c
332	4	c
333	4	c
334	4	c
335	4	c
336	4	c
337	4	c
338	4	c
339	4	c
340	4	c
341	4	c
342	4	c
343	4	c
344	4	c
345	4	c
346	4	c
347	4	c
348	4	c
349	4	c
350	4	c
351	4	c
352	4	c
353	4	c
354	2	1
355	4	c
356	3	c
357	3	c
358	3	c
359	3	
360	3	c
361	3	c
362	4	c
363	4	c
364	4	c
365	4	c
366	2	1
367	2	1
368	2	1
369	2	1
370	2	1
371	2	1
372	2	1
373	0	c
374	0	c
375	0	c
376	0	c
377	0	c
378	0	c
379	7	1
380	7	1
381	0	c
382	0	c
383	0	c
384	3	
385	3	
386	3	
387	3	
388	3	
389	3	
390	3	
391	3	
392	3	
393	3	
394	4	c
395	6	c
396	6	c
397	6	1
398	6	c
399	6	1
400	6	c
401	6	c
402	3	c
403	3	c
404	3	c
405	3	c
406	3	
407	3	
408	3	c
409	7	1
410	0	1
411	3	1
412	0	c
413	6	c
414	6	c
415	6	c
416	3	c
417	3	c
418	3	c
419	7
420	1
421	1
422	1   1
